Title,Release Year,Locations,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,ID
The Rock,1996,The San Francisco Bay,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,1113
The Rock,1996,New Russian Hill Market (1198 Pacific Avenue at Jones),Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,1114
The Rock,1996,"Fairmont Hotel (950 Mason Street, Nob Hill)",Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,1115
The Rock,1996,Coit Tower,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,1116
The Rock,1996,City Hall,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,,1117
The Rock,1996,Alcatraz Island,Hollywood Pictures,Buena Vista Pictures,Michael Bay,David Weisberg,Sean Connery,Nicolas Cage,Don Johnson,1118
The Sweetest Thing,2002,Golden Gate National Recreation Area,Columbia Pictures Corp.,Columbia Pictures,Roger Kumble,Nancy M. Pimental,Cameron Diaz,Christina Applegate,,1119
The Ten Commandments,1923,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Paramount Pictures,Paramount Pictures,Cecil B. DeMille,"Jesse L. Lasky, Jr.",Charlton Heston,Yul Brynner,,1120
The Times of Harvey Milk,1984,The Castro,UCLA Film and Television Archive,TC Films International,Rob Epstein,Rob Epstein,Harvey Milk,Harvey Firestein,Martin Landau,1121
The Towering Inferno,1974,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights)",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,,1122
The Towering Inferno,1974,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia,1123
The Towering Inferno,1974,Grace Cathedral Episcopal Church (1100 California Street),Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia,1124
The Towering Inferno,1974,Firestation #38 (California & Laguna),Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia,1125
The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia,1126
The Towering Inferno,1974,"Bank of America Building (555 California Street, Financial District)",Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia,1127
The Towering Inferno,1974,2898 Vallejo Street,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,Andy Garcia,1128
The Wedding Planner,2001,Pier 7 (The Embarcadero),Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia,1129
The Wedding Planner,2001,Grace Cathedral Episcopal Church (1100 California Street),Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,1130
The Wedding Planner,2001,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia,1131
The Wedding Planner,2001,Pleasant Street at Taylor,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia,1132
The Wedding Planner,2001,Montgomery Street at Union Street,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia,1133
The Wedding Planner,2001,Lincoln Park,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,Andy Garcia,1134
The Wedding Planner,2001,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)",Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,1135
The Wedding Planner,2001,City Hall,Columbia Pictures,Sony Pictures Entertainment,Adam Shankman,Pamela Falk,Jennifer Lopez,Matthew McConaughey,,1136
The Woman In Red,1984,Palace of Fine Arts (3301 Lyon Street),Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,1137
The Woman In Red,1984,Brocklebank Apartments (1000 Mason Street),Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,1138
The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley)",Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,1139
The Woman In Red,1984,Montgomery Street at Union Street,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,,1140
They Call Me MISTER Tibbs,1970,,Mirisch Corporation,United Artists,Gordon Douglas,Alan R. Trustman,Sidney Poitier,Martin Landau,,1141
The Zodiac,2005,,Blackwater Films,THINKFilm,Alexander Bulkley,Alexander Bulkley & Kelley Bulkeley,Justin Chambers,Robin Tunney,,1142
Thief of Hearts,1984,,Paramount Pictures,Paramount Pictures,Douglas Day Stewart,Douglas Day Stewart,Steven Bauer ,David Caruso,,1143
Time After Time,1979,Lombard & Broderick Streets (Marina District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1144
Time After Time,1979,Lombard & Laguna Streets (Marina District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1145
Time After Time,1979,Lombard & Fillmore Streets (Marina District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1146
Time After Time,1979,Lombard & Divisadero Streets (Marina District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1147
Time After Time,1979,Justin Herman Plaza,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1148
Time After Time,1979,Intersection of Fulton & 6th Streets (Chinatown),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1149
Time After Time,1979,Intersection of California & Grant Streets (Richmond District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1150
Time After Time,1979,Hyatt Regency Hotel (5 Embarcadero Center),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1151
Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill)",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1152
Time After Time,1979,Golden Gate Park,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1153
Time After Time,1979,Golden Gate Bridge,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1154
Time After Time,1979,"Ghiradelli Square (900 North Point Street, Fisherman's Wharf)",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1155
Time After Time,1979,Chestnut & Davisadero Streets (Marina District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1156
Time After Time,1979,California Academy of Sciences (Golden Gate Park),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1157
Time After Time,1979,Broadway at Osgood Street (North Beach),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1158
Time After Time,1979,2340 Francisco Street,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1159
Time After Time,1979,100 Block of Union Street (Cow Hollow),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,Ellyn Burstyn,1160
Time After Time,1979,Old St. Mary's Church (660 California Street at Grant),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1161
Time After Time,1979,United Nations Plaza (Civic Center),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1162
Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1163
Time After Time,1979,Palace of Fine Arts (3301 Lyon Street),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1164
Time After Time,1979,One Embarcadero Center (Financial District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1165
Time After Time,1979,Merchant Exchange (465 California Street at Leidesdortt),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1166
Time After Time,1979,Marina Green (Marina District),Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,,1167
Tin Cup,1996,,Regency Enterprises,Warner Bros. Pictures,Ron Shelton,John Norville,Kevin Costner,Rene Russo,Ellyn Burstyn,1168
To the Ends of the Earth,1948,,Kennedy-Buckman Pictures,Columbia Pictures,Robert Stevenson,Jay Richard Kennedy,Dick Powell,,Ellyn Burstyn,1169
True Believer,1989,,Columbia Pictures Corporation,Columbia Pictures,Joseph Ruben,Wesley Strick,James Woods,"Robert Downey, Jr.",Ellyn Burstyn,1170
Tucker: The Man and His Dream,1988,City Hall,Lucasfilm,Paramount Pictures,Francis Ford Coppola,Arnold Schulman,Jeff Bridges,Joan Allen,Ellyn Burstyn,1171
Tweek City,2005,,Tweek City LLC,Maverick Entertainment Group,Eric G. Johnson,Eric G. Johnson,Giuseppe Andrews,,Ellyn Burstyn,1172
Twisted,2004,Mojito (1337-1339 Grant Avenue),Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1173
Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1174
Twisted,2004,Veterans' War Memorial Building (401 Van Ness Avenue),Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Ellyn Burstyn,1175
Twisted,2004,"Red's Java House (Pier 30-32, The Embarcadero)",Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1176
Twisted,2004,Piers 30-32,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1177
Twisted,2004,Pier 39,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1178
Twisted,2004,Pier 24,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1179
Twisted,2004,,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Anthony Edwards,1180
Twisted,2004,La Bodega (1332 Grant Avenue at Vallejo),Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1181
Twisted,2004,Vesuvio Café (255 Columbus Avenue),Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,Ellyn Burstyn,1182
Twisted,2004,The Saloon (1232 Grant Avenue),Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,1183
Under the Tuscan Sun,2003,Mecca Restaurant (2029 Market Street),Touchstone Pictures,Buena Vista Pictures,Audrey Wells,Audrey Wells,Diane Lane,Sandra Oh,,1184
Until the End of the World,1991,"Tosca Café (242 Columbus Avenue, North Beach)",Village Roadshow Pictures,Warner Bros. Pictures,Wim Wenders,Wim Wenders,Solveig Dommartin,,,1185
Vegas in Space,1992,Under Highway 101 (near Potrero and Cesar Chavez Streets),Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,1186
Vegas in Space,1992,Carona Heights Park,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,1187
Vegas in Space,1992,544 Natoma (SOMA),Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,1188
Vegas in Space,1992,3567 18th Street,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,1189
Vegas in Space,1992,422 Oak Street at Laguna,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,1190
Vegas in Space,1992,Project Artaud (Florida Street),Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,,,,1191
Vertigo,1958,York Hotel (940 Sutter Street),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1192
Vertigo,1958,Palace of Fine Arts (3301 Lyon Street),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1193
Vertigo,1958,San Francisco Drydock (20th and Illinois Streets),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1194
Vertigo,1958,Park Hill Sanatorium (351 Buena Vista Avenue East),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1195
Vertigo,1958,Mission San Juan Bautista (2nd & Mariposa Streets),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1196
Vertigo,1958,"Mission Delores (3321 16th Street, Mision District)",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1197
Vertigo,1958,Gough & Eddy Streets (Western Addition),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1198
Vertigo,1958,"Fort Point (Presidio, Golden Gate National Recreation Area)",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1199
Vertigo,1958,"Fairmont Hotel (950 Mason Street, Nob Hill)",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1200
Vertigo,1958,Ernie's Restaurant (847 Montgomery Street),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1201
Vertigo,1958,Conservatory of Flowers (Golden Gate Park),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1202
Vertigo,1958,Claude Lane at Bush Street,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1203
Vertigo,1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1204
Vertigo,1958,Brocklebank Apartments (1000 Mason Street),Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1205
Vertigo,1958,900 Lombard Street,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,,1206
Vertigo,1958,1007 Gough Street, in the movie the structure was Carlota Valdes' home.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,1207
What Dreams May Come,1998,Treasure Island,Polygram Filmed Entertainment,Polygram Filmed Entertainment,Vincent Ward,Ron Bass,Robin Williams,"Cuba Gooding, Jr.",,1208
What's Up Doc?,1972,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,1209
What's Up Doc?,1972,San Francisco Hilton (333 O'Farrell Street),Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,1210
What's Up Doc?,1972,Lombard Street between Hyde and Leavenworth,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,1211
What's Up Doc?,1972,Hyde Street Pier,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,1212
What's Up Doc?,1972,Alta Plaza Park (Steiner Street),Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,1213
What's Up Doc?,1972,22nd Avenue & Balboa Street (Richmond District),Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,1214
What's Up Doc?,1972,Chinatown,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,1215
What the Bleep Do We Know,2004,Golden Gate National Recreation Area,Captured Light,Samuel Goldwyn Films,William Arntz,William Arntz & Betsy Chasse,Marlee Matlin,,,1216
When a Man Loves a Woman,1994,"International Studies Academy (993 Vermont Street, Potrero Hill)",Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,1217
When a Man Loves a Woman,1994,Buena Vista Café (2765 Hyde Street),Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,1218
When a Man Loves a Woman,1994,"Victor's Restaurant, The Westin St. Francis Hotel (335 Powell Street)",Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,1219
When a Man Loves a Woman,1994,Spring Valley School (1451 Jackson Street),Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,1220
When a Man Loves a Woman,1994,Grant Street at Pacific Avenue,Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,1221
When a Man Loves a Woman,1994,Cybelle's Pizza (1000 Bush Street),Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,1222
